algorithm,grid,scenario,episode,step,avg_reward,ppo_updates,reward_B1,reward_B2,reward_B3,reward_B4,reward_B5,reward_C1,reward_C2,reward_C3,reward_C4,reward_C5,reward_D1,reward_D2,reward_D3,reward_D4,reward_D5,reward_E1,reward_E2,reward_E3,reward_E4,reward_E5,reward_F1,reward_F2,reward_F3,reward_F4,reward_F5
ppo,5x5,medium,112,40320,-56.811999999999955,315,-41.69999999999993,-48.49999999999995,-39.399999999999935,-68.69999999999995,-38.99999999999996,-43.799999999999955,-65.99999999999993,-49.099999999999994,-68.09999999999998,-46.29999999999996,-67.89999999999989,-64.19999999999993,-70.79999999999997,-66.8,-72.60000000000002,-57.29999999999997,-69.09999999999995,-62.799999999999976,-70.49999999999993,-77.2,-33.99999999999995,-56.79999999999995,-58.99999999999995,-40.099999999999945,-40.59999999999996
ppo,5x5,medium,113,40680,-55.20799999999996,317,-36.59999999999999,-34.699999999999974,-38.39999999999994,-64.79999999999997,-34.69999999999995,-42.99999999999993,-71.89999999999995,-53.9,-65.49999999999996,-48.69999999999997,-73.9,-70.80000000000001,-61.69999999999999,-63.59999999999994,-76.49999999999997,-60.599999999999916,-65.79999999999994,-59.49999999999996,-67.3,-74.19999999999999,-28.199999999999985,-53.299999999999955,-43.89999999999998,-41.09999999999995,-47.59999999999996
ppo,5x5,medium,114,41040,-56.09599999999996,320,-39.39999999999995,-34.89999999999998,-37.099999999999945,-69.59999999999998,-32.59999999999995,-41.29999999999994,-66.69999999999995,-48.599999999999994,-68.39999999999998,-48.69999999999997,-68.1,-66.69999999999999,-56.499999999999964,-66.89999999999996,-78.90000000000003,-64.29999999999995,-80.39999999999995,-61.299999999999905,-76.00000000000001,-74.40000000000002,-29.89999999999995,-52.29999999999995,-52.69999999999998,-49.29999999999997,-37.39999999999997
ppo,5x5,medium,115,41400,-56.215999999999966,323,-35.79999999999994,-39.99999999999995,-37.399999999999956,-74.2,-31.499999999999957,-42.49999999999995,-62.29999999999997,-50.299999999999976,-74.99999999999991,-51.69999999999997,-71.90000000000002,-63.199999999999925,-57.699999999999974,-74.59999999999994,-76.20000000000006,-63.09999999999996,-75.39999999999996,-63.7,-78.80000000000004,-69.30000000000001,-25.899999999999967,-47.39999999999997,-43.29999999999998,-49.09999999999995,-45.09999999999997
ppo,5x5,medium,116,41760,-57.09199999999997,326,-36.59999999999996,-47.19999999999997,-37.39999999999996,-74.10000000000002,-46.79999999999995,-42.59999999999999,-77.10000000000002,-45.79999999999996,-69.39999999999998,-53.099999999999916,-73.50000000000003,-64.29999999999993,-60.69999999999998,-67.39999999999996,-80.60000000000001,-62.59999999999995,-67.29999999999986,-72.09999999999995,-69.09999999999992,-71.20000000000003,-27.199999999999985,-50.89999999999998,-48.09999999999999,-37.09999999999996,-45.09999999999996
ppo,5x5,medium,117,42120,-56.90799999999996,329,-37.199999999999974,-45.99999999999999,-32.599999999999966,-70.19999999999997,-33.89999999999995,-41.09999999999993,-78.4,-42.79999999999995,-70.19999999999999,-44.49999999999992,-67.69999999999989,-74.89999999999998,-65.19999999999997,-76.19999999999995,-76.09999999999992,-69.6,-75.19999999999989,-65.69999999999997,-68.79999999999994,-74.79999999999994,-36.599999999999945,-53.69999999999997,-47.09999999999999,-40.69999999999993,-33.49999999999996
ppo,5x5,medium,118,42480,-56.767999999999965,331,-36.09999999999996,-42.09999999999999,-42.499999999999936,-69.49999999999996,-35.59999999999995,-47.29999999999999,-71.69999999999995,-46.39999999999993,-68.29999999999994,-48.29999999999997,-67.89999999999998,-68.5,-60.69999999999997,-69.89999999999996,-82.60000000000004,-61.39999999999996,-78.3,-64.19999999999992,-76.09999999999997,-70.19999999999999,-29.99999999999996,-47.999999999999936,-53.599999999999994,-40.89999999999996,-39.099999999999966
ppo,5x5,medium,119,42840,-55.659999999999975,334,-38.89999999999997,-46.59999999999993,-39.59999999999996,-65.29999999999995,-31.099999999999962,-46.29999999999996,-65.89999999999992,-48.29999999999997,-74.4,-43.69999999999995,-65.89999999999995,-62.79999999999989,-53.29999999999998,-73.5,-73.99999999999996,-63.19999999999996,-66.59999999999994,-69.3,-67.99999999999996,-76.80000000000004,-24.999999999999982,-53.19999999999996,-49.40000000000001,-49.69999999999996,-40.69999999999998
ppo,5x5,medium,120,43200,-56.31199999999997,337,-40.49999999999998,-39.899999999999956,-41.39999999999995,-70.29999999999995,-36.09999999999998,-50.69999999999999,-61.499999999999936,-42.799999999999976,-74.39999999999999,-52.300000000000004,-66.09999999999997,-74.39999999999993,-54.49999999999991,-74.09999999999997,-72.29999999999994,-59.89999999999998,-78.1999999999999,-63.99999999999998,-71.49999999999997,-75.39999999999996,-24.59999999999999,-45.89999999999995,-52.9,-43.89999999999996,-40.19999999999997
ppo,5x5,medium,121,43560,-55.59599999999995,340,-41.999999999999936,-42.19999999999997,-42.49999999999996,-69.19999999999997,-30.699999999999974,-50.70000000000001,-72.59999999999991,-54.09999999999995,-64.09999999999995,-45.99999999999994,-74.10000000000002,-62.89999999999989,-69.69999999999997,-65.50000000000001,-76.7,-56.8,-63.69999999999988,-60.29999999999996,-62.4999999999999,-80.39999999999998,-25.999999999999986,-49.09999999999994,-48.9,-46.09999999999996,-33.09999999999998
ppo,5x5,medium,122,43920,-57.15999999999998,343,-37.99999999999997,-37.79999999999996,-39.79999999999994,-67.60000000000002,-32.99999999999998,-49.89999999999999,-73.49999999999991,-51.89999999999997,-67.40000000000002,-47.69999999999995,-69.49999999999999,-57.89999999999991,-59.29999999999996,-72.09999999999997,-82.19999999999997,-67.39999999999999,-70.79999999999997,-70.00000000000001,-79.50000000000003,-83.80000000000001,-29.799999999999986,-55.699999999999974,-47.29999999999996,-43.099999999999966,-33.99999999999996
ppo,5x5,medium,123,44280,-54.13999999999996,345,-35.29999999999995,-34.999999999999964,-34.19999999999995,-65.2999999999999,-34.09999999999998,-45.599999999999945,-67.29999999999993,-40.30000000000001,-72.19999999999995,-42.69999999999991,-66.29999999999995,-71.29999999999991,-62.699999999999974,-74.0,-74.99999999999994,-65.49999999999997,-61.99999999999996,-70.49999999999996,-61.69999999999991,-74.09999999999994,-24.89999999999999,-42.99999999999995,-51.49999999999998,-44.69999999999994,-34.29999999999996
ppo,5x5,medium,124,44640,-55.80399999999996,348,-41.699999999999946,-37.39999999999997,-37.99999999999994,-67.49999999999997,-34.79999999999996,-44.199999999999925,-64.29999999999997,-44.199999999999925,-64.49999999999994,-46.79999999999997,-74.50000000000003,-73.09999999999998,-63.300000000000004,-63.899999999999956,-83.19999999999996,-58.29999999999998,-67.89999999999999,-69.49999999999997,-69.99999999999991,-72.89999999999996,-24.79999999999998,-57.59999999999994,-49.699999999999946,-45.599999999999916,-37.39999999999997
ppo,5x5,medium,125,45000,-54.427999999999955,351,-35.399999999999984,-41.89999999999995,-30.999999999999936,-69.50000000000001,-37.39999999999997,-44.29999999999991,-64.29999999999994,-54.19999999999995,-58.49999999999993,-39.19999999999996,-65.29999999999993,-61.39999999999991,-61.19999999999999,-62.699999999999946,-75.29999999999995,-62.39999999999994,-71.99999999999997,-65.59999999999994,-74.6,-71.3,-26.599999999999973,-60.19999999999997,-50.29999999999996,-44.49999999999994,-31.59999999999997
ppo,5x5,medium,126,45360,-56.54799999999997,354,-42.49999999999993,-35.69999999999998,-40.19999999999996,-67.09999999999998,-29.899999999999963,-42.499999999999964,-62.39999999999999,-44.899999999999984,-70.10000000000001,-49.19999999999993,-83.89999999999996,-77.29999999999994,-61.799999999999976,-68.69999999999999,-83.80000000000001,-62.99999999999993,-72.09999999999994,-77.60000000000001,-74.09999999999997,-73.49999999999999,-24.399999999999977,-46.89999999999993,-44.599999999999966,-46.799999999999976,-30.699999999999978
ppo,5x5,medium,127,45720,-54.34799999999996,357,-36.49999999999994,-40.49999999999996,-36.19999999999995,-61.699999999999946,-28.099999999999973,-46.09999999999996,-67.79999999999994,-47.399999999999956,-61.79999999999994,-50.49999999999997,-74.30000000000001,-70.69999999999999,-56.599999999999994,-66.09999999999995,-80.49999999999996,-57.799999999999926,-67.89999999999993,-73.09999999999997,-69.89999999999999,-76.19999999999996,-25.999999999999975,-44.59999999999998,-40.999999999999964,-40.09999999999998,-37.29999999999995
ppo,5x5,medium,128,46080,-53.919999999999966,360,-42.09999999999999,-42.69999999999998,-29.400000000000002,-68.90000000000003,-33.80000000000001,-50.09999999999993,-69.00000000000004,-49.199999999999974,-62.39999999999989,-39.29999999999988,-67.29999999999997,-67.6999999999999,-55.39999999999994,-63.79999999999994,-77.29999999999997,-57.59999999999992,-63.59999999999993,-68.39999999999995,-68.69999999999996,-69.2,-23.499999999999993,-44.499999999999964,-48.29999999999997,-50.39999999999996,-35.399999999999956
ppo,5x5,medium,129,46440,-54.36799999999996,362,-40.999999999999936,-36.79999999999995,-37.79999999999995,-68.69999999999993,-30.099999999999955,-43.599999999999945,-62.79999999999995,-50.39999999999998,-61.2999999999999,-41.899999999999935,-67.89999999999996,-69.29999999999994,-55.6999999999999,-71.99999999999997,-75.39999999999992,-69.49999999999997,-67.19999999999986,-65.59999999999994,-72.89999999999999,-71.8,-24.999999999999975,-45.39999999999997,-51.09999999999998,-39.299999999999926,-36.69999999999995
ppo,5x5,medium,130,46800,-54.255999999999965,365,-40.79999999999999,-35.79999999999998,-33.99999999999995,-66.89999999999996,-33.39999999999998,-42.099999999999945,-58.69999999999997,-41.19999999999999,-62.499999999999964,-54.19999999999994,-69.09999999999997,-68.59999999999992,-56.49999999999997,-68.69999999999996,-77.89999999999996,-60.299999999999955,-79.19999999999996,-61.59999999999997,-67.89999999999995,-75.79999999999995,-28.899999999999977,-45.29999999999995,-48.299999999999976,-41.69999999999993,-36.99999999999996
ppo,5x5,medium,131,47160,-53.94399999999997,368,-41.399999999999935,-39.49999999999996,-36.599999999999966,-64.09999999999995,-31.399999999999963,-48.39999999999997,-63.59999999999999,-41.79999999999999,-61.69999999999993,-46.499999999999986,-60.59999999999995,-74.30000000000003,-58.49999999999999,-67.79999999999995,-83.49999999999999,-63.09999999999997,-58.499999999999964,-62.89999999999996,-59.89999999999992,-79.50000000000001,-31.99999999999997,-52.099999999999966,-45.29999999999999,-39.69999999999997,-35.89999999999996
ppo,5x5,medium,132,47520,-55.03199999999997,371,-36.89999999999994,-37.19999999999997,-34.29999999999996,-68.90000000000005,-35.3,-39.09999999999997,-62.399999999999984,-51.39999999999994,-71.70000000000006,-46.89999999999992,-64.59999999999994,-66.09999999999994,-54.69999999999995,-73.70000000000002,-76.99999999999999,-64.29999999999993,-83.49999999999997,-63.19999999999991,-77.20000000000003,-77.89999999999998,-22.0,-46.399999999999956,-45.09999999999993,-41.29999999999998,-34.69999999999997
ppo,5x5,medium,133,47880,-53.087999999999965,374,-38.399999999999935,-37.999999999999964,-41.999999999999964,-69.50000000000006,-40.999999999999964,-47.29999999999997,-47.79999999999997,-46.69999999999997,-57.299999999999955,-53.09999999999996,-71.70000000000006,-66.69999999999996,-61.39999999999993,-63.99999999999992,-76.99999999999999,-63.299999999999926,-56.899999999999956,-66.49999999999996,-58.99999999999998,-71.60000000000002,-28.199999999999974,-42.09999999999998,-44.19999999999999,-40.799999999999955,-32.699999999999996
ppo,5x5,medium,134,48240,-53.30399999999997,376,-37.99999999999995,-37.39999999999993,-34.99999999999995,-68.2999999999999,-31.099999999999973,-39.59999999999997,-56.89999999999994,-49.399999999999956,-64.59999999999995,-39.699999999999974,-73.29999999999995,-70.3,-56.19999999999997,-74.10000000000004,-75.39999999999996,-61.19999999999995,-57.699999999999896,-70.69999999999995,-67.29999999999998,-74.39999999999996,-27.699999999999957,-38.09999999999996,-46.49999999999995,-43.39999999999998,-36.3
ppo,5x5,medium,135,48600,-54.67999999999997,379,-41.79999999999994,-39.99999999999999,-40.49999999999994,-68.8,-34.199999999999974,-46.399999999999956,-53.69999999999997,-55.599999999999966,-68.99999999999993,-46.09999999999997,-71.10000000000002,-62.899999999999956,-59.59999999999995,-71.49999999999997,-81.2999999999999,-60.699999999999974,-64.59999999999998,-74.49999999999996,-67.19999999999996,-77.40000000000006,-27.39999999999997,-35.09999999999995,-42.99999999999996,-39.3,-35.29999999999999
ppo,5x5,medium,136,48960,-53.49999999999996,382,-35.299999999999955,-38.89999999999996,-38.29999999999993,-65.89999999999995,-34.69999999999999,-39.29999999999993,-54.29999999999993,-41.49999999999993,-64.99999999999989,-43.99999999999994,-74.70000000000005,-66.69999999999993,-58.49999999999999,-62.89999999999994,-73.49999999999994,-60.09999999999993,-59.29999999999993,-66.0999999999999,-75.60000000000001,-76.89999999999998,-28.399999999999974,-49.79999999999996,-44.59999999999997,-51.999999999999964,-31.19999999999994
ppo,5x5,medium,137,49320,-54.19999999999996,385,-41.19999999999996,-33.39999999999997,-36.9,-66.20000000000003,-36.49999999999997,-44.99999999999997,-57.19999999999997,-45.59999999999993,-63.09999999999993,-48.29999999999999,-69.09999999999995,-77.79999999999994,-59.599999999999966,-73.39999999999999,-82.0,-66.19999999999996,-63.39999999999991,-62.099999999999916,-72.59999999999998,-76.99999999999996,-24.999999999999986,-35.19999999999999,-50.299999999999976,-38.29999999999999,-29.599999999999948
ppo,5x5,medium,138,49680,-53.34799999999996,388,-37.29999999999997,-38.199999999999946,-39.99999999999995,-66.39999999999998,-27.199999999999974,-42.19999999999996,-53.699999999999974,-52.09999999999996,-64.49999999999993,-53.299999999999955,-69.90000000000008,-61.89999999999991,-50.29999999999994,-70.1,-79.69999999999997,-63.19999999999993,-61.59999999999993,-71.1,-65.29999999999997,-78.50000000000001,-25.79999999999999,-33.89999999999997,-43.09999999999994,-45.49999999999999,-38.89999999999996
